Campaign_ID,Campaign_Name,Channel,Region,Start_Date,Budget_USD,Leads_Generated,Conversions,ROI_Percent,Status
CMP-01023,New Year Promo,Email,East ,07-18-2022,$23435,10.0,732.0,174.82,Pending
CMP-01024,Black Friday,email,N/A,02/05/2022,18552,,,226.4,ACTIVE
CMP-01025,New Year Promo,Email,East,2023-05-09,28186 USD,1326.0,,8.7,N/A
CMP-01026,Summer  Sale,Email,,22/08/2022,TBD,,975.0,246.61,Active
CMP-01027,Holiday Special,Email,West,2022-03-02,,4066,,121.0,Inactive
CMP-01028,SUMMER SALE,ppc,NORTH,12/03/2023,$16628,,N/A,-9.15,Inactive
CMP-01029,Back to School,Email,,22/07/2023,7078.00,N/A,528,158.76,
CMP-01030,Summer  Sale,Email,South,2022-12-17,TBD,347,252,133.2,Active
CMP-01031,N/A,SOCIAL MEDIA,N/A,04/11/2022,26754.0,N/A,,,N/A
CMP-01032,Summer  Sale,SOCIAL MEDIA,N/A,31/01/2022,8396,1629.0,N/A,N/A,ACTIVE
CMP-01033,black friday,PPC,South,2022-12-28,"$34,881",3891,N/A,,Pending
CMP-01034,Black Friday,Email,N/A,2023/08/26,44182.00,-305,268.0,63.0,Inactive
CMP-01035,Holiday Special,EMAIL,North,19/11/2022,$44259,2594,261.0,179.0,ACTIVE
CMP-01036,black friday,EMAIL,north,20/05/2023,N/A,4835,N/A,,Inactive
CMP-01037,Black Friday,PPC,West,05-12-2023,3718 USD,2180.0,,125.44,inactive
CMP-01038,Summer  Sale,EMAIL,South,2023/09/18,1460.00,1352,142,N/A,inactive
CMP-01039,black friday,Email,East,2023-11-08,41841.00,778.0,966,63.0,Pending
CMP-01040,Summer  Sale,,East,2022-04-25,TBD,,950.0,-0.53,inactive
CMP-01041,Holiday Special,organic,East,2022-06-14,30075,4275.0,N/A,291.48,inactive
CMP-01042,Summer Sale,SOCIAL MEDIA,north,2022/02/17,$31584,N/A,576,82.86,Inactive
CMP-01043,,EMAIL,NORTH,21/03/2024,TBD,4134,N/A,N/A,Active
CMP-01044,SUMMER SALE,email,South,2022-09-22,38574,3499.0,657.0,44.88,inactive
CMP-01045,black friday,ppc,South,2024/03/08,,1488,906.0,,Pending
CMP-01046,Back to School,SOCIAL MEDIA,East ,2023-03-16,17909.00,1242,156.0,94.79%,
CMP-01047,black friday,SOCIAL MEDIA,north,14/07/2023,522 USD,N/A,545.0,N/A,Completed
CMP-01048,New Year Promo,organic,N/A,2023-09-09,$28347,730.0,849,171.81,active
CMP-01049,Summer  Sale,PPC,West,2024/01/02,N/A,,191.0,4.0,inactive
CMP-01050,Summer Sale,PPC,south,10-13-2022,$32979,797,32.0,206.0,completed
CMP-01051,,,South,01/03/2024,TBD,4695,42.0,157.72,completed
CMP-01052,New Year Promo,Social Media,NORTH,2022/03/23,$18251,1855.0,N/A,184.0,completed
CMP-01053,Summer  Sale,email,East ,2023/02/10,,4646,,172.39,Active
CMP-01054,New Year Promo,EMAIL,East,2022/03/01,,364,485,120.97%,Pending
CMP-01055,N/A,Organic,West,03-08-2023,"$16,789",,,175.84,Active
CMP-01056,Summer  Sale,SOCIAL MEDIA,East,11-02-2022,,,804.0,N/A,Active
CMP-01057,Holiday Special,PPC,North,04-19-2024,21127,,550,,
CMP-01058,N/A,EMAIL,North,12/03/2023,16393,N/A,802.0,N/A,
CMP-01059,black friday,ppc,East ,09-15-2023,15501,3485.0,121.0,N/A,completed
CMP-01060,,SOCIAL MEDIA,,05-18-2022,40691,,726,19.0,ACTIVE
CMP-01061,black friday,Email,North,2024-02-18,TBD,N/A,572.0,51.0,Pending
CMP-01062,Summer Sale,SOCIAL MEDIA,N/A,2022/05/19,,623,941.0,6.58%,N/A
CMP-01063,SUMMER SALE,EMAIL,,2024-06-06,"$30,725",3018.0,,29.65,active
CMP-01064,Holiday Special,ppc,NORTH,2022-02-18,44790.00,,N/A,94.95%,Inactive
CMP-01065,Back to School,PPC,N/A,2022/10/20,$45206,N/A,782.0,65.3,Completed
CMP-01066,Back to School,organic,north,24/01/2023,5269,103,820,178.09%,Active
CMP-01067,Back to School,Email,,16/09/2023,TBD,1186.0,338.0,-263.14,Inactive
CMP-01068,black friday,,N/A,06-02-2023,,,,,ACTIVE
CMP-01069,N/A,email,north,06-19-2024,45617 USD,1781.0,109,188.95,
CMP-01070,Black Friday,PPC,north,04-13-2023,35815 USD,4652.0,540.0,230.69,Pending
CMP-01071,SUMMER SALE,,East ,21/12/2023,N/A,1126.0,37,257.0,completed
CMP-01072,New Year Promo,email,north,27/10/2023,TBD,1928,154,N/A,Active
CMP-01073,New Year Promo,EMAIL,West,2022-06-26,47141.0,1374,835,-5.38,Active
CMP-01074,black friday,,,2023-01-24,TBD,4889.0,N/A,212.0,Inactive
CMP-01075,black friday,Social Media,NORTH,05/03/2022,36743,1998,603.0,,completed
CMP-01076,Back to School,ppc,NORTH,02-23-2023,44820,29,N/A,,
CMP-01077,Black Friday,ppc,North,2023-12-07,,3457,N/A,274.0,Inactive
CMP-01078,Summer Sale,,north,2022-11-28,26637 USD,N/A,42.0,181.0,active
CMP-01079,Back to School,SOCIAL MEDIA,north,2022/05/25,35515 USD,3319.0,470,154.0,inactive
CMP-01080,Summer  Sale,Social Media,N/A,2023/06/26,40763,N/A,,N/A,completed
CMP-01081,Back to School,PPC,North,31/03/2022,28786,3723,534.0,N/A,Active
CMP-01082,N/A,Email,East ,13/01/2023,5273,2749,N/A,131.64,Completed
CMP-01083,Summer  Sale,PPC,South,09/04/2022,18871 USD,N/A,272.0,N/A,
CMP-01084,,Email,NORTH,01-09-2024,$17958,,N/A,N/A,inactive
,Summer  Sale,PPC,East,05-14-2024,33067 USD,147,N/A,,completed
CMP-01086,,PPC,West,27/04/2024,N/A,1455.0,,,Active
CMP-01087,N/A,organic,East,06-14-2022,$47494,1116,398.0,,Active
CMP-01088,SUMMER SALE,organic,North,2022-04-04,38141,N/A,907,,Completed
CMP-01089,Summer Sale,ppc,West,2024/04/16,"$3,989",N/A,N/A,174.03,N/A
CMP-01090,Black Friday,organic,East ,03-15-2024,37316.00,1859.0,816.0,152.0,Pending
CMP-01091,black friday,ppc,East,09-02-2023,$18786,3386,982.0,235.84%,N/A
CMP-01092,N/A,Social Media,West,2024-02-29,2827,1259.0,679.0,115.02,N/A
CMP-01093,SUMMER SALE,,NORTH,21/06/2023,"$22,611",N/A,,293.49,completed
CMP-01094,N/A,email,NORTH,03/11/2022,"$36,358",N/A,,115.83,
CMP-01095,,SOCIAL MEDIA,North,02-07-2023,29924,N/A,163.0,165.02,Pending
CMP-01096,SUMMER SALE,ppc,South,2022/02/13,41718,4915.0,102,299.0,completed
CMP-01097,Summer Sale,PPC,south,04-04-2024,,442.0,172,115.9%,
CMP-01098,Black Friday,PPC,North,26/03/2022,12443,4635,10.0,256.58,Active
CMP-01099,SUMMER SALE,email,East,06-18-2024,43404 USD,2126.0,347,N/A,Inactive
CMP-01100,New Year Promo,,East ,2023-07-18,23690 USD,2999.0,682,,Pending
CMP-01101,Summer Sale,email,East ,2022-05-02,18681,1757.0,,9.97,Pending
CMP-01102,SUMMER SALE,EMAIL,East ,06-28-2022,23182.0,,150,102.02,completed
CMP-01103,Summer  Sale,Email,North,2023/02/12,TBD,N/A,269,N/A,inactive
CMP-01104,New Year Promo,email,West,08-07-2023,20603,N/A,N/A,106.86%,
,New Year Promo,ppc,North,2022/03/16,14427,N/A,,22.79%,Pending
CMP-01106,Summer  Sale,PPC,West,19/03/2024,$20666,571,585,189.38,Active
CMP-01107,N/A,organic,,06-07-2023,$16423,N/A,225.0,-181.04,
CMP-01108,Summer  Sale,organic,north,04-07-2023,$37566,1400.0,N/A,86.62%,active
CMP-01109,New Year Promo,Email,East,04-14-2023,$23681,N/A,911,N/A,Inactive
CMP-01110,New Year Promo,email,north,07/01/2022,"$12,889",810.0,742.0,11.0,Inactive
CMP-01111,,Email,south,2023-08-03,$28925,4121.0,,161.0,
CMP-01112,,PPC,South,2023-01-26,46953,1936,618.0,11.0,Completed
CMP-01113,,PPC,north,10-10-2022,$20881,4209,N/A,40.0,active
CMP-01114,New Year Promo,email,East,10/11/2023,4377.00,,670.0,217.0,Inactive
CMP-01115,SUMMER SALE,EMAIL,East ,29/12/2023,"$46,447",106,212,75.87%,active
CMP-01116,,,south,20/05/2024,46077.0,3055,920.0,146.03,completed
CMP-01117,Summer Sale,Email,south,03/01/2024,29333,3259,625.0,59.52,Active
CMP-01118,Black Friday,Organic,South,04-26-2023,25280,1303.0,223,282.67%,inactive
CMP-01119,black friday,Organic,East,2022-06-04,,3988,N/A,N/A,completed
CMP-01120,Summer Sale,Organic,West,2023/12/19,TBD,3225,310.0,,ACTIVE
CMP-01121,black friday,Organic,West,12-03-2023,40126.0,4649,309.0,106.85%,Completed
CMP-01122,Black Friday,Social Media,NORTH,05-31-2022,"$14,684",2814.0,,72.63,inactive
CMP-01123,Summer Sale,organic,N/A,2023-09-01,,1208,318,N/A,ACTIVE
CMP-01124,SUMMER SALE,email,East,01-08-2024,"$30,707",,544.0,59.72%,Active
CMP-01125,SUMMER SALE,organic,N/A,2023-02-20,25001.00,3029,399.0,N/A,completed
CMP-01126,Holiday Special,ppc,West,05/01/2023,N/A,2218,608.0,N/A,active
CMP-01127,New Year Promo,ppc,NORTH,2023-01-14,35593,4691.0,,147.49%,completed
CMP-01128,SUMMER SALE,EMAIL,,02-11-2023,29773.0,,139.0,104.06,ACTIVE
CMP-01129,Holiday Special,Email,NORTH,29/10/2023,"$16,740",,,264.7,N/A
CMP-01130,,email,South,2023-11-29,$2465,,941.0,,inactive
CMP-01131,N/A,SOCIAL MEDIA,south,10/06/2022,24273.00,1443.0,N/A,70.53,N/A
CMP-01132,Back to School,PPC,North,2023/12/10,"$22,876",N/A,463.0,,completed
CMP-01133,Summer Sale,Social Media,NORTH,2022-03-05,"$41,741",3598,,90.9,Active
CMP-01134,,PPC,East,03-09-2022,12709.0,982.0,308.0,289.97,active
CMP-01135,Black Friday,,East,05/02/2022,8470 USD,2833.0,N/A,45.0,Completed
CMP-01136,,email,south,05-11-2022,40828.0,1922.0,N/A,60.0,Pending
CMP-01137,Holiday Special,ppc,N/A,09/12/2023,23702.0,3467.0,358,135.56,inactive
CMP-01138,New Year Promo,Organic,East ,2023-05-25,33639.0,3122,503,38.35,inactive
CMP-01139,N/A,organic,East,2023-12-25,,,N/A,,Completed
CMP-01140,Back to School,PPC,East,2022-06-15,42098 USD,2392.0,354.0,297.0,Completed
CMP-01141,SUMMER SALE,Organic,North,22/01/2023,40996,1729,N/A,65.1,N/A
CMP-01142,Black Friday,organic,North,2022/10/06,45305.00,856,,,Inactive
CMP-01143,Summer Sale,Social Media,West,2024/03/04,11937,4167,408.0,166.98,
CMP-01144,Holiday Special,,North,01-06-2023,"$16,977",N/A,,12.33,
CMP-01145,Summer Sale,EMAIL,South,2023/08/14,39325 USD,N/A,366.0,8.66%,Active
CMP-01146,New Year Promo,Email,South,2023/09/30,$6797,1226.0,585.0,223.0,completed
CMP-01147,,Organic,North,2023/08/03,,4018.0,81.0,N/A,completed
CMP-01148,SUMMER SALE,EMAIL,north,2023/07/02,43016,1943.0,963.0,,active
CMP-01149,black friday,ppc,NORTH,2022-07-12,34086 USD,2743,148,,Active
CMP-01150,black friday,SOCIAL MEDIA,NORTH,2023/07/31,19118,9.0,N/A,N/A,N/A
CMP-01151,,EMAIL,N/A,2022-11-13,,2847,,,
CMP-01152,Summer Sale,EMAIL,,2022/10/06,N/A,3615,,32.58%,
CMP-01153,SUMMER SALE,EMAIL,N/A,2024-01-07,$12247,N/A,423.0,122.24,
CMP-01154,N/A,EMAIL,north,05-10-2024,40589.00,3391.0,,,active
CMP-01155,Black Friday,SOCIAL MEDIA,East ,2022/05/05,37815 USD,2003.0,,75.49%,Pending
CMP-01156,Holiday Special,Email,north,17/02/2024,10075 USD,2688.0,N/A,214.0,inactive
CMP-01157,Holiday Special,Social Media,West,2022-06-11,1022 USD,3649,177,N/A,
CMP-01158,N/A,ppc,West,2022/10/21,24783 USD,1080.0,38.0,-7.0,completed
CMP-01159,Black Friday,PPC,East ,2022-08-17,2294,873,N/A,,inactive
CMP-01160,SUMMER SALE,EMAIL,south,2023/10/06,,646.0,223,,active
CMP-01161,black friday,Organic,West,2022-03-28,TBD,3039.0,303.0,49.05,Completed
CMP-01162,Back to School,SOCIAL MEDIA,N/A,27/10/2022,$17875,153,461.0,118.86,completed
CMP-01163,Summer Sale,organic,south,29/12/2023,,4772.0,907,N/A,ACTIVE
CMP-01164,Back to School,Email,NORTH,08-01-2022,TBD,3003.0,165.0,N/A,
CMP-01165,SUMMER SALE,PPC,West,25/07/2022,34599 USD,1915,,114.39%,active
CMP-01166,Back to School,email,NORTH,2023/02/23,$29399,,955,N/A,Pending
CMP-01167,SUMMER SALE,email,North,06-27-2022,42558,640.0,932.0,,N/A
CMP-01168,Back to School,SOCIAL MEDIA,East,17/02/2022,$35901,4763,N/A,212.49,Completed
CMP-01169,SUMMER SALE,Email,N/A,2024/04/13,TBD,3789,N/A,,ACTIVE
CMP-01170,Summer  Sale,PPC,NORTH,2022/02/21,24077.0,N/A,N/A,184.97,Completed
CMP-01171,Summer Sale,EMAIL,south,2023/01/30,35481.00,4154.0,969.0,N/A,Pending
CMP-01172,Black Friday,PPC,South,2022-03-30,TBD,,704.0,119.0,Active
CMP-01173,Summer Sale,,NORTH,2023-12-12,41740 USD,1237.0,994.0,181.35%,Pending
CMP-01174,Black Friday,,South,26/06/2022,,2085.0,465.0,,Completed
CMP-01175,New Year Promo,Organic,south,12-03-2023,,1575,753,204.63%,ACTIVE
CMP-01176,Summer Sale,SOCIAL MEDIA,north,2024/05/10,33829,96,823.0,-6.8,completed
CMP-01177,Black Friday,EMAIL,south,2022/07/14,"$33,060",3254,214.0,,completed
CMP-01178,,,N/A,23/11/2022,10986 USD,1258,N/A,98.0,Completed
CMP-01179,Summer  Sale,PPC,East,08-30-2023,,1788.0,,N/A,active
CMP-01180,New Year Promo,Organic,East,04-26-2024,"$44,021",350,,-183.29,inactive
CMP-01181,Back to School,Social Media,West,2023-11-02,TBD,1838.0,65,44.8%,Inactive
CMP-01182,N/A,Social Media,south,06/07/2023,TBD,,915,22.0,
CMP-01183,Summer Sale,Organic,NORTH,09/11/2022,,1455.0,N/A,127.1%,
CMP-01184,black friday,Organic,NORTH,2024/06/10,$49582,4880.0,,194.14%,completed
CMP-01185,Back to School,PPC,North,2022-11-09,3480 USD,2072,N/A,281.0,Inactive
CMP-01186,Summer  Sale,,East,2024/04/25,39043 USD,2274.0,98.0,149.24,inactive
CMP-01187,black friday,Organic,,22/01/2022,46783,2849,165.0,94.36%,Inactive
CMP-01188,Summer Sale,ppc,East,04/10/2022,TBD,15.0,705.0,277.0,Completed
CMP-01189,Summer Sale,Email,N/A,2023/02/12,,1999.0,864.0,298.0,Pending
CMP-01190,Back to School,email,N/A,2023-02-22,$33638,N/A,N/A,131.0,ACTIVE
,Black Friday,email,East,11/11/2023,13680 USD,1248.0,869.0,216.64%,N/A
CMP-01192,Black Friday,organic,N/A,2022-11-30,N/A,4038,N/A,224.0,Completed
CMP-01193,N/A,organic,South,05-26-2024,16711 USD,N/A,N/A,26.2,Inactive
CMP-01194,black friday,EMAIL,north,21/10/2023,35956,4075,17.0,207.46,completed
CMP-01195,New Year Promo,EMAIL,south,2023-08-12,9567.0,2523.0,579.0,,completed
CMP-01196,Holiday Special,PPC,East ,2024-06-01,N/A,N/A,433.0,N/A,Pending
CMP-01197,Summer Sale,organic,North,2023/07/21,N/A,2088,632.0,78.0,active
CMP-01198,Holiday Special,Social Media,,19/04/2023,TBD,2812,595.0,N/A,ACTIVE
CMP-01199,Holiday Special,SOCIAL MEDIA,south,11/01/2022,,81.0,121,N/A,Active
CMP-01200,N/A,EMAIL,North,19/01/2022,18231.00,2937.0,0.0,261.95%,Active
CMP-01201,N/A,organic,West,2023/09/26,$17664,4532.0,14.0,,Active
,Summer Sale,ppc,,2024/02/18,7173 USD,2915,,,Pending
CMP-01203,N/A,SOCIAL MEDIA,,2023-04-05,33441,969.0,424,-0.32%,completed
CMP-01204,Black Friday,Email,West,10-05-2022,20358.00,1077,N/A,N/A,inactive
CMP-01205,SUMMER SALE,PPC,NORTH,2022/02/09,"$9,790",,625.0,,completed
CMP-01206,New Year Promo,Social Media,East ,01-09-2022,15960.00,,,139.0,ACTIVE
CMP-01207,Back to School,EMAIL,,01/12/2022,6816.0,4377,500,290.53,
CMP-01208,Summer  Sale,Email,North,29/01/2024,"$26,346",748,N/A,63.42%,N/A
CMP-01209,Holiday Special,organic,north,20/01/2024,40967,2631.0,185.0,,Completed
CMP-01210,Black Friday,organic,south,05-16-2023,$40801,448,541,,N/A
CMP-01211,,email,south,16/10/2023,23871.00,3591,,N/A,Inactive
CMP-01212,Summer  Sale,,West,09-24-2022,40020,1895.0,31.0,N/A,Inactive
CMP-01213,Back to School,organic,East ,2022/07/06,TBD,4382.0,,N/A,active
CMP-01214,N/A,Organic,East,2022-11-20,N/A,2504,,216.0,Active
CMP-01215,Black Friday,ppc,,2023/12/04,,N/A,N/A,N/A,Pending
CMP-01216,Back to School,email,,05-20-2022,,,53.0,172.14,Active
CMP-01217,Summer  Sale,organic,south,07/05/2023,38343.0,2788,87.0,,ACTIVE
CMP-01218,black friday,SOCIAL MEDIA,north,03-06-2024,41083 USD,N/A,174.0,N/A,
CMP-01219,N/A,PPC,north,2024-01-30,"$39,319",585.0,473.0,178.85,Inactive
CMP-01220,N/A,email,East ,2024/05/30,5870,,,241.37%,completed
CMP-01221,New Year Promo,organic,,2023-06-20,5939.0,243.0,N/A,253.17,Pending
CMP-01222,,organic,South,10-09-2022,38277,4692.0,853,,
CMP-01223,black friday,Organic,East ,01/08/2022,24988,4133,N/A,-287.97,
CMP-01224,black friday,Email,South,05/05/2022,38805.0,4363.0,,,Inactive
CMP-01225,Summer Sale,EMAIL,North,12-08-2023,TBD,,62.0,82.79%,completed
CMP-01226,N/A,,West,2023/01/24,$9665,1777.0,737.0,,active
CMP-01227,Summer Sale,ppc,north,2022/11/26,6421.00,3689,,256.84%,Pending
CMP-01228,SUMMER SALE,ppc,South,2022/04/14,19517 USD,348.0,932.0,136.18,Completed
CMP-01229,black friday,Organic,North,18/12/2022,$19832,,N/A,14.0,N/A
CMP-01230,Back to School,ppc,north,06-12-2024,27343,3058,193.0,159.53%,Active
CMP-01231,black friday,email,,2022-05-18,17755.00,3713.0,235.0,88.27,Pending
CMP-01232,Summer Sale,Organic,N/A,02-16-2023,46058 USD,29.0,517.0,227.0,inactive
CMP-01233,SUMMER SALE,ppc,South,26/05/2024,N/A,1112,,N/A,inactive
CMP-01234,Black Friday,Organic,NORTH,2024-03-05,13810.0,4838.0,922,N/A,N/A
CMP-01235,Back to School,email,West,02-19-2023,31622.00,772,619,,active
CMP-01236,black friday,Email,East,13/07/2023,26445.00,,69.0,257.33,Pending
CMP-01237,SUMMER SALE,,N/A,2022-05-18,$18098,161,506.0,250.0,active
CMP-01238,Back to School,organic,South,2022/03/02,$47331,,N/A,-1.0,N/A
CMP-01239,Holiday Special,EMAIL,,29/07/2022,N/A,2445.0,296,72.15,active
CMP-01240,Black Friday,organic,East ,2022-02-22,TBD,N/A,220,N/A,N/A
CMP-01241,New Year Promo,Email,North,09-01-2023,,,N/A,287.12,
CMP-01242,SUMMER SALE,Email,North,2022/04/09,16451 USD,N/A,221.0,133.06,N/A
CMP-01243,Black Friday,email,north,2024/04/12,TBD,3871,N/A,,
CMP-01244,Black Friday,,South,07/08/2023,$36358,N/A,,65.91%,active
CMP-01245,New Year Promo,PPC,south,2022-05-28,"$42,963",2804.0,276,33.99,Active
CMP-01246,,,East,2023-01-20,,2892.0,945.0,N/A,Pending
CMP-01247,Summer Sale,PPC,NORTH,12-20-2022,$38795,3131,108.0,197.0,Pending
CMP-01248,black friday,organic,,02-15-2024,TBD,3388.0,438.0,N/A,completed
CMP-01249,N/A,organic,NORTH,2022/11/16,17461.0,3590.0,999,292.78,N/A
CMP-01250,Summer  Sale,PPC,South,03-24-2023,3358 USD,4334.0,402.0,288.2%,
CMP-01251,Holiday Special,organic,,2022/10/04,$3060,1835.0,,75.04,Active
CMP-01252,New Year Promo,email,N/A,04/12/2023,1453,12.0,2,N/A,active
CMP-01253,black friday,,West,2023-08-31,TBD,4268.0,92,68.16,Active
CMP-01254,Black Friday,Organic,East ,11/02/2024,N/A,1651,851.0,199.0,N/A
CMP-01255,Summer Sale,organic,south,2022-11-04,36388.00,3182,23.0,243.0,ACTIVE
CMP-01256,Black Friday,Social Media,West,2023-04-02,$6799,2607.0,,205.23%,Pending
CMP-01257,Summer Sale,email,NORTH,2024-04-04,4983,N/A,N/A,90.0,Pending
CMP-01258,Holiday Special,Organic,,29/03/2023,47431,4509,738,241.0,Inactive
CMP-01259,New Year Promo,email,north,04-03-2023,,,512,144.03%,N/A
CMP-01260,SUMMER SALE,email,,16/11/2022,N/A,142,163.0,19.36%,inactive
CMP-01261,Black Friday,Organic,South,06/10/2023,41889,-4624,N/A,N/A,Pending
CMP-01262,Holiday Special,Organic,,2022-01-25,6087.0,4279,30,214.26%,active
CMP-01263,black friday,Social Media,south,02/04/2022,2424.00,4361,N/A,124.92,ACTIVE
CMP-01264,Summer Sale,SOCIAL MEDIA,East,2022/05/28,27957.00,3136,109.0,,N/A
CMP-01265,Holiday Special,,East,23/09/2022,,N/A,547.0,40.59,Completed
CMP-01266,New Year Promo,Organic,N/A,2022/01/04,,N/A,975.0,255.34,Pending
CMP-01267,black friday,organic,N/A,06-07-2023,N/A,659.0,61.0,102.1,inactive
CMP-01268,,SOCIAL MEDIA,East,09/05/2022,21026.0,2519,N/A,159.78%,Inactive
CMP-01269,black friday,SOCIAL MEDIA,East ,01-26-2024,11223 USD,N/A,,238.32,Inactive
CMP-01270,Summer  Sale,,West,2023-07-14,35312.0,N/A,,,inactive
CMP-01271,Black Friday,organic,north,2022/10/11,,3319,355,243.13%,Inactive
CMP-01272,SUMMER SALE,SOCIAL MEDIA,West,11-04-2023,"$5,891",2024,N/A,6.0,completed
CMP-01273,Back to School,,East,2022/04/13,3964.0,1336,206,174.0,Pending
CMP-01274,Summer Sale,Social Media,South,04-06-2024,2625.0,N/A,832,N/A,Inactive
CMP-01275,N/A,Organic,North,2024-03-10,"$41,810",2906.0,769,214.0,ACTIVE
CMP-01276,SUMMER SALE,ppc,North,2023-10-06,N/A,2791.0,169,-3.0,inactive
CMP-01277,Summer Sale,,East,2024/03/09,39739.0,N/A,N/A,-1.48,Pending
CMP-01278,New Year Promo,PPC,West,2023/11/25,$16970,,857.0,2.0,Inactive
CMP-01279,Holiday Special,organic,North,11-21-2023,TBD,-257,,50.19%,completed
CMP-01280,Black Friday,Organic,East ,2022/02/08,,N/A,N/A,N/A,
CMP-01281,Black Friday,email,East ,05-20-2024,"$46,177",732,N/A,N/A,Inactive
CMP-01282,Summer Sale,email,West,2023-01-08,43018.00,1282.0,719,182.0,Completed
CMP-01283,Holiday Special,organic,South,2022-08-14,$1169,3482,833,88.08%,Inactive
CMP-01284,black friday,,south,2024/02/21,46262.0,1893.0,,62.13,Active
CMP-01285,Black Friday,SOCIAL MEDIA,N/A,03-07-2023,10688 USD,3477,N/A,66.5,Inactive
CMP-01286,Black Friday,,N/A,2022-12-04,9280,4610,,70.48,Active
CMP-01287,Back to School,Organic,North,06-07-2022,19683,N/A,479.0,1.37,Active
CMP-01288,N/A,,South,2023/01/06,N/A,4354.0,492,,active
CMP-01289,New Year Promo,,NORTH,2024-04-21,20273,N/A,51.0,N/A,inactive
CMP-01290,,PPC,north,06-13-2023,,N/A,N/A,201.79,active
CMP-01291,N/A,Organic,N/A,04/03/2023,23970.0,4333.0,N/A,178.29,Active
CMP-01292,N/A,Organic,East ,27/11/2023,12058,,,234.0,Completed
CMP-01293,black friday,Social Media,south,2023/09/03,28619,2574,,N/A,inactive
CMP-01294,,ppc,south,18/09/2022,29095 USD,226.0,265.0,N/A,Completed
CMP-01295,New Year Promo,Email,East,29/06/2022,$32097,3807,N/A,N/A,Inactive
CMP-01296,Holiday Special,PPC,East ,07-11-2023,TBD,3310.0,,N/A,Pending
CMP-01297,New Year Promo,PPC,North,2022/07/04,37766,,N/A,73.28,completed
CMP-01298,Black Friday,,N/A,2024-02-17,$14658,N/A,908,265.33,ACTIVE
CMP-01299,New Year Promo,Organic,N/A,07-07-2022,18827.0,N/A,163.0,76.38%,inactive
CMP-01300,Summer  Sale,Email,,02-14-2024,17546,4505,618.0,N/A,Completed
CMP-01301,Black Friday,PPC,East ,2022/05/01,15062,2445.0,N/A,8.44,completed
CMP-01302,SUMMER SALE,PPC,N/A,02/06/2024,36739,,638.0,105.83,inactive
CMP-01303,Summer Sale,Organic,N/A,2023/01/08,TBD,83,578.0,174.46,
CMP-01304,Back to School,EMAIL,North,10-14-2022,36034,4790.0,356.0,66.65%,active
CMP-01305,New Year Promo,ppc,south,2022-12-19,7939.0,2765,699,60.0,inactive
CMP-01306,Back to School,EMAIL,West,13/02/2024,13131.00,2017.0,N/A,31.0,
CMP-01307,N/A,email,South,05-10-2022,"$49,826",,769.0,112.0,Pending
CMP-01308,Summer Sale,Social Media,East,2022/09/06,N/A,,284.0,10.33%,Pending
CMP-01309,Summer  Sale,email,N/A,2022-12-17,,3656.0,N/A,105.44%,completed
CMP-01310,New Year Promo,organic,,2022/09/15,"$7,242",N/A,N/A,240.68,Pending
CMP-01311,N/A,SOCIAL MEDIA,south,14/06/2024,"$18,226",867,,,active
CMP-01312,Black Friday,SOCIAL MEDIA,West,2023-11-14,N/A,4843.0,N/A,177.69,ACTIVE
CMP-01313,Black Friday,organic,north,08-30-2022,41675,4421.0,184,N/A,Active
CMP-01314,black friday,EMAIL,West,02/08/2022,TBD,,893.0,N/A,inactive
CMP-01315,Holiday Special,Email,north,12-08-2022,48684.0,,N/A,N/A,Completed
CMP-01316,Holiday Special,Organic,N/A,09/05/2022,24251.0,2612,804.0,111.45%,Completed
,Black Friday,organic,East,2022/12/28,11510.00,N/A,193.0,225.75,Active
CMP-01318,New Year Promo,PPC,West,2022-10-08,"$19,339",4866,N/A,N/A,Active
CMP-01319,Summer Sale,SOCIAL MEDIA,south,2024-04-27,38557.0,,662,-4.18,Active
CMP-01320,Back to School,ppc,West,06/07/2023,N/A,767.0,N/A,N/A,Active
CMP-01321,,Email,south,02-14-2023,,N/A,891.0,111.0,
CMP-01322,SUMMER SALE,email,N/A,27/06/2022,N/A,3486.0,689,53.73%,completed
CMP-01323,Summer  Sale,SOCIAL MEDIA,NORTH,2023-12-31,29026.0,,,N/A,Completed
CMP-01324,black friday,organic,south,2023/05/04,49786.0,2056.0,638,243.82,N/A
CMP-01325,Black Friday,organic,north,2023-03-28,N/A,,714.0,3.0,active
CMP-01326,Holiday Special,Social Media,N/A,22/06/2022,18107,N/A,,129.08,Completed
CMP-01327,N/A,ppc,West,23/01/2023,27895,2300.0,202.0,124.5,Active
CMP-01328,Back to School,organic,south,10-03-2023,32069.00,1428,285.0,89.6,Active
CMP-01329,,organic,South,2022/09/26,,N/A,517.0,71.2,completed
CMP-01330,,ppc,,2022/09/20,,1915,,,inactive
CMP-01331,Summer Sale,PPC,N/A,02/05/2023,38305,4235,N/A,N/A,Active
CMP-01332,SUMMER SALE,Organic,,02-04-2022,2892.0,N/A,606.0,N/A,N/A
CMP-01333,black friday,,South,16/07/2023,,N/A,933.0,189.0,Active
CMP-01334,N/A,Organic,south,08-12-2022,44818,3172.0,N/A,53.35%,inactive
CMP-01335,N/A,,,01-25-2022,42291,2479.0,848,205.29,inactive
CMP-01336,Black Friday,organic,,2023/12/01,2449.0,1530,411.0,169.14,N/A
